-1	-1	0	
-90	1	0.5	-1	-1	0	
-90	1	0.5338	-1	-1	0	
-90	1	0.5676000000000001	-1	-1	0	
-90	1	0.6014000000000002	-1	-1	0	
-90	1	0.6352000000000002	-1	-1	0	
-90	1	0.6690000000000003	-1	-1	0	
-90	1	0.7028000000000003	-1	-1	0	
-90	1	0.7366000000000004	-1	-1	0	
-90	1	0.7704000000000004	-1	-1	0	
-90	1	0.8042000000000005	-1	-1	0	
-90	1	0.8380000000000005	-1	-1	0	
-90	1	0.8718000000000006	-1	-1	0	
-90	1	0.9056000000000006	-1	-1	0	
-90	1	0.9394000000000007	-1	-1	0	
-90	1	0.9732000000000007	-1	-1	0	
-90	1	1.0070000000000008	-1	-1	0	
-90	1	1.0408000000000008	-1	-1	0	
-90	1	1.0746000000000009	-1	-1	0	
-90	1	1.108400000000001	-1	-1	0	
-90	1	1.142200000000001	-1	-1	0	
-90	1	1.176000000000001	-1	-1	0	
-90	1	1.209800000000001	-1	-1	0	
-90	1	1.2436000000000011	-1	-1	0	
-90	1	1.2774000000000012	-1	-1	0	
-90	1	1.3112000000000013	-1	-1	0	
-90	1	1.3450000000000013	-1	-1	0	
-90	1	1.3788000000000014	-1	-1	0	
-90	1	1.4126000000000014	-1	-1	0	
-90	1	1.4464000000000015	-1	-1	0	
-90	1	1.4802000000000015	-1	-1	0	
-90	1	1.5140000000000016	-1	-1	0	
-90	2	0.5	-1	-1	0	
-90	2	0.5338	-1	-1	0	
-90	2	0.5676000000000001	-1	-1	0	
-90	2	0.6014000000000002	-1	-1	0	
-90	2	0.6352000000000002	-1	-1	0	
-90	2	0.6690000000000003	-1	-1	0	
-90	2	0.7028000000000003	-1	-1	0	
-90	2	0.7366000000000004	-1	-1	0	
-90	2	0.7704000000000004	-1	-1	0	
-90	2	0.8042000000000005	-1	-1	0	
-90	2	0.8380000000000005	-1	-1	0	
-90	2	0.8718000000000006	-1	-1	0	
-90	2	0.9056000000000006	-1	-1	0	
-90	2	0.9394000000000007	-1	-1	0	
-90	2	0.9732000000000007	-1	-1	0	
-90	2	1.0070000000000008	-1	-1	0	
-90	2	1.0408000000000008	-1	-1	0	
-90	2	1.0746000000000009	-1	-1	0	
-90	2	1.108400000000001	-1	-1	0	
-90	2	1.142200000000001	-1	-1	0	
-90	2	1.176000000000001	-1	-1	0	
-90	2	1.209800000000001	-1	-1	0	
-90	2	1.2436000000000011	-1	-1	0	
-90	2	1.2774000000000012	-1	-1	0	
-90	2	1.3112000000000013	-1	-1	0	
-90	2	1.3450000000000013	-1	-1	0	
-90	2	1.3788000000000014	-1	-1	0	
-90	2	1.4126000000000014	-1	-1	0	
-90	2	1.4464000000000015	-1	-1	0	
-90	2	1.4802000000000015	-1	-1	0	
-90	2	1.5140000000000016	-1	-1	0	
-90	3	0.5	-1	-1	0	
-90	3	0.5338	-1	-1	0	
-90	3	0.5676000000000001	-1	-1	0	
-90	3	0.6014000000000002	-1	-1	0	
-90	3	0.6352000000000002	-1	-1	0	
-90	3	0.6690000000000003	-1	-1	0	
-90	3	0.7028000000000003	-1	-1	0	
-90	3	0.7366000000000004	-1	-1	0	
-90	3	0.7704000000000004	-1	-1	0	
-90	3	0.8042000000000005	-1	-1	0	
-90	3	0.8380000000000005	-1	-1	0	
-90	3	0.8718000000000006	-1	-1	0	
-90	3	0.9056000000000006	-1	-1	0	
-90	3	0.9394000000000007	-1	-1	0	
-90	3	0.9732000000000007	-1	-1	0	
-90	3	1.0070000000000008	-1	-1	0	
-90	3	1.0408000000000008	-1	-1	0	
-90	3	1.0746000000000009	-1	-1	0	
-90	3	1.108400000000001	-1	-1	0	
-90	3	1.142200000000001	-1	-1	0	
-90	3	1.176000000000001	-1	-1	0	
-90	3	1.209800000000001	-1	-1	0	
-90	3	1.2436000000000011	-1	-1	0	
-90	3	1.2774000000000012	-1	-1	0	
-90	3	1.3112000000000013	-1	-1	0	
-90	3	1.3450000000000013	-1	-1	0	
-90	3	1.3788000000000014	-1	-1	0	
-90	3	1.4126000000000014	-1	-1	0	
-90	3	1.4464000000000015	-1	-1	0	
-90	3	1.4802000000000015	-1	-1	0	
-90	3	1.5140000000000016	-1	-1	0	
-90	4	0.5	-1	-1	0	
-90	4	0.5338	-1	-1	0	
-90	4	0.5676000000000001	-1	-1	0	
-90	4	0.6014000000000002	-1	-1	0	
-90	4	0.6352000000000002	-1	-1	0	
-90	4	0.6690000000000003	-1	-1	0	
-90	4	0.7028000000000003	-1	-1	0	
-90	4	0.7366000000000004	-1	-1	0	
-90	4	0.7704000000000004	-1	-1	0	
-90	4	0.8042000000000005	-1	-1	0	
-90	4	0.8380000000000005	-1	-1	0	
-90	4	0.8718000000000006	-1	-1	0	
-90	4	0.9056000000000006	-1	-1	0	
-90	4	0.9394000000000007	-1	-1	0	
-90	4	0.9732000000000007	-1	-1	0	
-90	4	1.0070000000000008	-1	-1	0	
-90	4	1.0408000000000008	-1	-1	0	
-90	4	1.0746000000000009	-1	-1	0	
-90	4	1.108400000000001	-1	-1	0	
-90	4	1.142200000000001	-1	-1	0	
-90	4	1.176000000000001	-1	-1	0	
-90	4	1.209800000000001	-1	-1	0	
