-7.1798e-007 -7.5508e-007 -5.4366e-007 -5.698e-007 -5.6311e-007 -6.1703e-007 -3.0913e-007 -1.1368e-006 -6.4136e-007 -2.2662e-007 -1.8649e-007 -3.1379e-007 -6.1318e-007 -2.021e-007 -8.2501e-008 -5.2582e-007 -3.8879e-007 -3.0264e-007 -4.8102e-007 -3.4521e-007 -3.8392e-007 -4.119e-007 -4.573e-007 -7.9866e-007 -3.8088e-007 -5.4507e-007 -5.0717e-007 -1.5446e-007 -6.1562e-007 -5.2278e-007 -4.3642e-007 -5.8683e-007 -4.8224e-007 -4.4717e-007 -2.1791e-007 -6.8717e-007 -7.3339e-007 -2.1102e-007 -5.0109e-007 -5.7528e-007 -2.3554e-007 -3.1014e-007 -6.4947e-007 -6.5251e-007 -9.1075e-007 -4.1453e-007 1.0642e-007 -3.6487e-008 -4.6744e-007 -4.6947e-007 -7.1332e-007 -9.3934e-007 -7.4109e-007 -1.0737e-006 -7.3014e-007 -6.0366e-007 -2.5703e-007 -6.5676e-008 -1.7777e-007 -5.2014e-007 -7.196e-007 -5.3271e-007 -2.4142e-007 -5.4041e-007 -9.8636e-007 -8.9575e-007 6.2676e-007 6.4663e-008 -1.3162e-006 -7.6379e-007 2.5135e-008 -3.3791e-007
1.1625e-005 -7.401e-006 -9.6209e-006 -4.8176e-006 -8.7488e-006 -6.5519e-006 -1.293e-005 -1.5656e-005 -1.3563e-006 -4.4435e-006 -5.5778e-006 -1.0222e-005 -1.3154e-005 -4.2438e-006 -7.4103e-006 -5.4032e-006 -6.426e-006 -3.5273e-006 -4.0607e-006 -7.743e-006 -5.5557e-006 -3.861e-006 -7.1193e-006 -8.084e-006 -8.9164e-006 -6.491e-006 -8.1846e-006 -6.696e-006 -7.5701e-006 -6.6863e-006 -7.5181e-006 -9.1042e-006 -3.362e-006 -4.0455e-006 -1.1905e-005 -5.1197e-006 -1.6237e-006 -6.2643e-006 -4.8377e-006 -5.0983e-006 -3.4221e-006 -8.0576e-006 -1.3415e-005 -1.4916e-005 -2.5951e-006 -1.4123e-006 -8.2749e-006 -1.7846e-005 -1.9771e-005 -2.6117e-005 -2.7876e-005 -2.281e-005 -8.5662e-006 -1.8208e-005 -9.7722e-006 -2.0669e-005 -1.7525e-005 -1.1586e-005 -1.1297e-005 -7.8544e-006 -2.6802e-006 -4.1757e-006 -1.4366e-005 -1.3204e-007 -1.7072e-006 -1.2505e-005 -2.0669e-005 1.4264e-008 6.3447e-006 -1.6175e-005 -1.2632e-005 1.9037e-006
2.0246e-006 -5.1904e-006 -4.4429e-005 -4.7288e-005 -2.3228e-005 -2.8118e-005 -2.2148e-005 2.0218e-005 -3.3029e-005 -2.9717e-005 -3.482e-005 -3.1629e-005 -4.9452e-005 -2.6542e-005 -3.429e-005 -2.2944e-005 -3.134e-005 -2.2728e-005 -4.0661e-005 -2.4334e-005 -3.1447e-005 -1.2435e-005 -3.4556e-005 -2.289e-005 -1.6066e-005 -3.1512e-005 -3.9116e-005 -2.7498e-005 -1.7859e-005 -2.6794e-005 -3.6039e-005 -1.8845e-005 -3.234e-005 -5.8679e-005 -2.0251e-005 -2.5917e-005 -4.3534e-005 -3.8075e-005 -3.6811e-005 -3.2416e-005 -3.5726e-005 -2.5904e-005 3.5019e-007 5.0945e-006 -1.5779e-005 -8.4012e-005 -8.9163e-005 -5.9864e-005 -1.5483e-005 -1.9036e-005 3.5633e-005 3.2357e-005 4.3998e-005 2.6734e-005 2.5162e-005 2.5529e-006 -3.3875e-005 -3.8629e-005 -6.7113e-005 -0.00010105 -5.8207e-005 -2.7716e-005 -3.6571e-005 -2.976e-005 -4.3804e-005 2.3113e-006 -2.0685e-005 -9.5833e-005 -3.5184e-005 4.0193e-005 -3.3111e-005 -7.9954e-005
-0.00010348 -0.00013414 -2.8035e-005 -5.1033e-005 -8.7281e-005 -5.9982e-005 -4.0209e-006 -0.00017036 -0.00010659 -0.00013472 -7.2028e-005 -4.9443e-005 -4.6189e-005 -5.5799e-005 -3.2224e-005 -7.8909e-005 -9.1518e-005 -0.00010967 -7.1495e-005 -9.2229e-005 -6.1472e-005 -8.759e-005 9.6666e-006 -4.8771e-005 -0.00011459 -9.319e-005 -4.7107e-005 -9.2578e-005 -0.00010303 -7.8558e-005 -8.1274e-005 -7.6181e-005 -0.00013171 -0.00011681 -2.156e-005 -0.00012628 -0.00015462 -0.00013852 -3.765e-005 -0.00010279 -0.00010762 -5.937e-005 -5.2743e-005 -0.00019214 -0.00023448 -0.00019785 -7.4489e-005 6.5575e-005 4.4764e-005 2.1026e-005 4.2151e-005 8.9838e-005 -7.4871e-005 -4.0371e-006 -9.7968e-005 4.0454e-005 1.7795e-005 -2.7646e-005 -9.4093e-005 -7.7727e-005 -8.1592e-005 -0.00019799 -0.00012453 -0.00011375 -0.00010316 -6.6112e-005 3.3342e-005 1.4535e-006 -0.00025641 -0.00016965 2.0893e-005 -7.965e-005
0.00013994 -0.00038448 -0.00024879 -4.4863e-005 -0.00025659 -0.00027784 -0.0002393 -0.00026001 -0.00019804 -0.00014889 -8.9559e-005 -0.00011592 -0.00012884 -0.00028648 -0.00014526 -0.00011873 -0.00022414 -0.00028256 -0.00026196 -0.00027944 -0.00014791 -4.2507e-005 -0.00023591 -0.00019805 -0.00021279 -7.0064e-005 -0.00011224 -0.00019807 -0.00016921 -0.00016736 -0.00023488 -0.00019213 -4.9138e-005 -8.2458e-005 -0.00021037 -0.00028031 -0.00016985 -0.00010038 -0.00030295 -0.00033591 -7.2832e-005 -0.0003554 -0.00036183 -0.00043017 -7.274e-005 4.0303e-005 0.00012212 -0.00023581 -0.00032444 -0.00043985 -0.00044809 -0.00042538 -0.00072425 -0.00054127 -0.00056101 -0.00037369 -0.00021679 -8.6939e-005 -0.00019371 -0.0002432 -0.00017588 -0.00022468 -0.0003126 -0.00028559 -0.00037158 -0.00037641 -0.00028083 -8.6226e-005 -4.0712e-005 -0.00021036 -0.00046938 0.0001291
0.0010596 8.3256e-005 -0.0004432 -0.00062198 -9.7048e-005 -0.00031027 -0.00055604 0.00011116 -0.00039565 -0.00016701 -0.00052056 -0.00026237 -0.00029018 -0.00042137 -0.00043302 -0.00028332 -0.00018975 -0.00037505 -0.00044993 -0.00050892 -0.0005592 -0.00054205 -0.00039527 -0.00041488 -0.00021171 -0.00032637 -0.00028468 -0.0004195 -0.00023438 -0.00043223 -0.00034963 -0.00043676 -0.0001859 -0.00043473 -0.00027162 -0.00031157 -0.00028486 -0.00049258 -0.00034854 -0.00026015 -0.00041903 -0.00099114 -0.00048366 -0.00010203 -3.9262e-005 -0.00035354 -0.00067891 -0.00081935 -0.00085012 -0.0005153 -0.00064859 -0.00046642 -0.00029158 -0.00025642 -0.00075879 -0.00066301 -0.00075402 -0.00099276 -0.00059058 -0.0002063 -0.00028922 -0.00038152 -0.00046247 -0.00022625 -0.00038884 -0.0004062 -0.00051579 -0.00056102 -0.00038344 -0.00010051 -0.00030921 -0.00060749
-0.00099785 -0.00053887 3.8793e-005 -0.0004571 -0.0008074 -0.00010439 -0.00041724 -0.00067671 -0.00076531 -0.00052635 -0.00073861 -0.00055038 -0.00034459 -0.00063289 -0.0006694 -0.00040313 -0.00060707 -0.00048852 -0.00024054 -0.00039778 -0.00071597 -0.00032067 -0.0006042 -0.00044474 -0.00091859 -0.00063903 -0.00088064 -0.00052824 -0.00053062 -0.00095857 -0.00035127 -0.00045191 -0.00071627 -0.00096743 -0.00052431 -0.00056806 -0.00072594 -0.00052851 -0.0004262 -0.00076829 -0.0010055 -0.00029707 7.2988e-006 -0.00028354 -0.0013387 -0.0011388 -0.0008101 -0.00024391 0.00010624 0.00018164 0.00041756 -2.6684e-006 0.00022248 0.00031787 -0.00016213 0.00017144 7.3839e-005 -0.00026819 -0.00072476 -0.00068032 -0.00082034 -0.00054846 -0.00024417 -0.0010105 -0.0006115 0.00013944 -0.00058214 -0.0012117 -0.00077294 -8.3061e-005 -0.0001918 -0.00065031
-0.001059 -0.001161 -0.0011183 -0.00041355 -0.00073992 -0.0013676 -0.00062729 -0.00053789 -0.00037821 -0.00015091 -0.00044162 -0.00096789 -0.00079251 -0.00048768 -0.00090693 -0.0007324 -0.00056244 -0.00038422 -0.00069128 -0.0005958 -0.00021003 -0.00076495 -0.00093501 -0.00083096 -0.00041445 -0.00090868 -0.00098249 -0.00073396 -0.00082123 -0.0012268 -0.00096985 -0.0012107 -0.00088755 -0.00073311 -0.00065631 -0.00079644 -0.00072038 -0.00097648 -0.00092779 -0.0010801 -0.00038156 -0.0006599 -0.0013772 -0.0014249 -0.0011529 -0.00098631 0.0001167 -0.00035782 -0.0010025 -0.0010798 -0.0013377 -0.0016908 -0.0011806 -0.00145 -0.00092575 -0.00096047 -0.0007814 -0.00072493 -0.00048358 -0.00072581 -0.00085011 -0.001428 -0.0014034 -0.00047706 -0.0014418 -0.0017525 -0.00051312 0.00020668 -0.0017166 -0.0013564 -0.00067668 -0.00043708
-0.0018464 -0.00025533 -0.0010348 -0.0016971 -0.00085386 -0.00096608 -0.001622 -0.00018616 -0.0011836 -0.00074243 -0.00089593 -0.0014293 -0.001144 -0.0010847 -0.0012427 -0.00099896 -0.00079608 -0.0010497 -0.00061033 -0.00083242 -0.0011243 -0.0010357 -0.0010541 -0.00092495 -0.0010561 -0.00066699 -0.0013354 -0.00085094 -0.001001 -0.00097582 -0.0010366 -0.0010618 -0.00076832 -0.00085581 -0.0014398 -0.0011359 -0.00069352 -0.00092833 -0.00069622 -0.00068327 -0.0011439 -0.0015148 -0.0018265 -0.0015122 -0.00087985 7.5774e-006 -0.00094257 -0.0015421 -0.0013736 -0.0020518 -0.0027292 -0.0020414 -0.0011452 -0.0023309 -0.00124 -0.0020743 -0.0016256 -0.0014632 -0.0018012 -0.00026457 -0.00049253 -0.00056621 -0.0012724 -0.0013806 -0.0009534 -0.00090385 -0.001669 -0.0012051 0.00030444 -0.0018782 -0.0020028 -0.00061192
-0.0013495 -0.0010265 -0.00095572 -0.0014884 -0.0017069 -0.0015711 -0.00048971 -0.00078831 -0.00059641 -0.0017592 -0.0022908 -0.0013806 -0.0010982 -0.0012933 -0.0017097 -0.0013304 -0.0010451 -0.0007778 -0.0011905 -0.0010873 -0.001232 -0.0010195 -0.0013257 -0.0014173 -0.0007654 -0.00076944 -0.0014602 -0.00065991 -0.00077258 -0.001257 -0.0012759 -0.0015169 -0.0012153 -0.0011482 -0.00095374 -0.00082348 -0.0016069 -0.0016998 -0.00070727 -0.0011408 -0.0011751 -0.0011059 -0.0008446 8.0983e-005 -0.00038614 -0.002224 -0.0025553 -0.0017515 -0.0013175 -0.00073142 -3.6947e-005 -0.00062372 -9.8841e-005 -0.00088325 -0.00063597 -0.0013754 -0.0013419 -0.001052 -0.0011528 -0.0022329 -0.0020328 -0.00090236 -0.00081878 -0.00078133 -0.0016217 -0.0014898 -0.00047308 -0.001972 -0.0026905 0.00023042 -0.00137 -0.0019946
